,MOF ID,name,topology,First nodular symmetry code,First nodular character,First nodular ID,Second nodular symmetry code,Second nodular character,Second nodular ID,Connecting building block ID,VF,VSA,GSA,PLD,LCD,LCD/PLD,UCV,GPV,density,bulk,shear
1908,7336,pts_sym_5_on_10_sym_4_mc_1_L_43,pts,5,organic,10,4,metallic,1,43,0.97,688,8521,26.4,31.4,1.189394,59248.98,12.00806,0.080779,0.795491,0.057807
1909,7338,pts_sym_5_on_10_sym_4_mc_1_L_45,pts,5,organic,10,4,metallic,1,45,0.96,720,7332,25.1,30.6,1.219124,50328.42,9.77335,0.098226,0.357349,0.063994
1910,7339,pts_sym_5_on_10_sym_4_mc_1_L_46,pts,5,organic,10,4,metallic,1,46,0.97,621,9267,28.5,33.8,1.185965,65889.35,14.4815,0.066982,0.491346,0.038384
1911,7350,pts_sym_5_on_11_sym_4_mc_1_L_12,pts,5,organic,11,4,metallic,1,12,0.92,1382,6618,14.5,17.5,1.206897,14003.07,4.406172,0.208798,4.137146,0.292286
1912,7351,pts_sym_5_on_11_sym_4_mc_1_L_13,pts,5,organic,11,4,metallic,1,13,0.93,1317,5992,15.6,17.8,1.141026,13538.99,4.230484,0.219833,3.666241,0.320905
1913,7354,pts_sym_5_on_11_sym_4_mc_1_L_16,pts,5,organic,11,4,metallic,1,16,0.94,1149,7689,18.4,20.3,1.103261,17071.01,6.290024,0.149443,3.376436,0.192933
1914,7359,pts_sym_5_on_11_sym_4_mc_1_L_20,pts,5,organic,11,4,metallic,1,20,0.95,1063,7783,20.3,22.7,1.118227,23752,6.958025,0.136533,2.24201,0.126184
1915,7363,pts_sym_5_on_11_sym_4_mc_1_L_24,pts,5,organic,11,4,metallic,1,24,0.95,943,7669,20.8,25.1,1.206731,32007.93,7.727975,0.12293,1.426187,0.09998
1916,7366,pts_sym_5_on_11_sym_4_mc_1_L_27,pts,5,organic,11,4,metallic,1,27,0.96,877,8580,22,25.3,1.15,28075.34,9.390222,0.102234,2.184219,0.105517
1917,7380,pts_sym_5_on_11_sym_4_mc_1_L_3,pts,5,organic,11,4,metallic,1,3,0.91,1497,6277,14.7,15.4,1.047619,9361.911,3.816874,0.238415,5.404767,0.418816
1918,7374,pts_sym_5_on_11_sym_4_mc_1_L_34,pts,5,organic,11,4,metallic,1,34,0.96,849,8833,23.1,27.2,1.177489,37041.06,9.982852,0.096165,1.662949,0.072791
1919,7377,pts_sym_5_on_11_sym_4_mc_1_L_37,pts,5,organic,11,4,metallic,1,37,0.96,813,8539,22.3,27.5,1.233184,37390.41,10.07701,0.095266,1.339589,0.059628
1920,7382,pts_sym_5_on_11_sym_4_mc_1_L_41,pts,5,organic,11,4,metallic,1,41,0.97,744,8408,24.9,29.6,1.188755,48063.33,10.95985,0.088505,1.040045,0.052749
1921,7384,pts_sym_5_on_11_sym_4_mc_1_L_43,pts,5,organic,11,4,metallic,1,43,0.97,668,8288,27.3,32,1.172161,61377.58,12.03814,0.080577,0.942213,0.056771
1922,7386,pts_sym_5_on_11_sym_4_mc_1_L_45,pts,5,organic,11,4,metallic,1,45,0.97,656,7135,26.6,31.8,1.195489,55499.91,10.54938,0.091949,1.357566,0.105651
1923,7387,pts_sym_5_on_11_sym_4_mc_1_L_46,pts,5,organic,11,4,metallic,1,46,0.97,594,9029,29.2,35.1,1.202055,69498.52,14.74178,0.065799,0.736396,0.033778
1924,7398,pts_sym_5_on_12_sym_4_mc_1_L_12,pts,5,organic,12,4,metallic,1,12,0.92,1327,6383,16.1,18.6,1.15528,15790.47,4.425204,0.2079,3.77804,0.25046
1925,7399,pts_sym_5_on_12_sym_4_mc_1_L_13,pts,5,organic,12,4,metallic,1,13,0.92,1287,5909,16.1,18.6,1.15528,15315.36,4.224505,0.217777,3.85791,0.267284
1926,7402,pts_sym_5_on_12_sym_4_mc_1_L_16,pts,5,organic,12,4,metallic,1,16,0.94,1110,7366,19.1,21.5,1.125654,19311.52,6.237724,0.150696,3.109132,0.147822
1927,7407,pts_sym_5_on_12_sym_4_mc_1_L_20,pts,5,organic,12,4,metallic,1,20,0.95,1005,7454,21.1,23.6,1.118483,26706.49,7.043716,0.134872,3.068429,0.103625
1928,7411,pts_sym_5_on_12_sym_4_mc_1_L_24,pts,5,organic,12,4,metallic,1,24,0.95,895,7436,22,26.4,1.2,35684.38,7.895218,0.120326,2.197797,0.092403
1929,7413,pts_sym_5_on_12_sym_4_mc_1_L_26,pts,5,organic,12,4,metallic,1,26,0.95,854,6613,22.8,26.2,1.149123,34061.77,7.356357,0.12914,2.473412,0.108594
1930,7414,pts_sym_5_on_12_sym_4_mc_1_L_27,pts,5,organic,12,4,metallic,1,27,0.96,845,8237,23.1,26.4,1.142857,31462.11,9.353079,0.10264,2.82537,0.074926
1931,7428,pts_sym_5_on_12_sym_4_mc_1_L_3,pts,5,organic,12,4,metallic,1,3,0.91,1464,6044,14.8,16.1,1.087838,10698.56,3.757443,0.242186,6.590443,0.366869
1932,7422,pts_sym_5_on_12_sym_4_mc_1_L_34,pts,5,organic,12,4,metallic,1,34,0.96,769,8107,25.6,29,1.132813,41355.35,10.12508,0.094814,2.187861,0.055727
1933,7425,pts_sym_5_on_12_sym_4_mc_1_L_37,pts,5,organic,12,4,metallic,1,37,0.96,780,8229,23.9,28.8,1.205021,41346.48,10.12291,0.094834,2.182556,0.057086
1934,7430,pts_sym_5_on_12_sym_4_mc_1_L_41,pts,5,organic,12,4,metallic,1,41,0.97,704,8141,26.7,31.8,1.191011,53311.59,11.21044,0.086527,1.720901,0.046117
1935,7432,pts_sym_5_on_12_sym_4_mc_1_L_43,pts,5,organic,12,4,metallic,1,43,0.97,644,8039,28.8,33.1,1.149306,66254.99,12.11526,0.080064,1.057395,0.053776
1936,7434,pts_sym_5_on_12_sym_4_mc_1_L_45,pts,5,organic,12,4,metallic,1,45,0.97,600,7030,29.4,34.3,1.166667,64023.98,11.36974,0.085314,1.209215,0.05425
1937,7435,pts_sym_5_on_12_sym_4_mc_1_L_46,pts,5,organic,12,4,metallic,1,46,0.97,564,8737,31.3,37,1.182109,76409.02,15.02779,0.064547,1.266163,0.028768
1938,7446,pts_sym_5_on_13_sym_4_mc_1_L_12,pts,5,organic,13,4,metallic,1,12,0.94,1130,7190,18.7,21.7,1.160428,21360.4,5.982612,0.157122,3.556709,0.127818
1939,7447,pts_sym_5_on_13_sym_4_mc_1_L_13,pts,5,organic,13,4,metallic,1,13,0.94,1092,6711,18.9,21.5,1.137566,20951.52,5.777718,0.162694,6.031053,0.126571
1940,7450,pts_sym_5_on_13_sym_4_mc_1_L_16,pts,5,organic,13,4,metallic,1,16,0.95,985,8344,20.9,23.4,1.119617,25280.52,8.049756,0.118016,3.90444,0.0775
1941,7455,pts_sym_5_on_13_sym_4_mc_1_L_20,pts,5,organic,13,4,metallic,1,20,0.95,896,8317,23.6,26.8,1.135593,34122.36,8.81998,0.10771,2.897592,0.057262
1942,7459,pts_sym_5_on_13_sym_4_mc_1_L_24,pts,5,organic,13,4,metallic,1,24,0.96,780,8028,26.2,29.9,1.141221,44941.96,9.879399,0.097172,1.880436,0.051978
1943,7461,pts_sym_5_on_13_sym_4_mc_1_L_26,pts,5,organic,13,4,metallic,1,26,0.96,753,7187,26.2,29.2,1.114504,42661.85,9.157946,0.104827,1.750865,0.080745
1944,7462,pts_sym_5_on_13_sym_4_mc_1_L_27,pts,5,organic,13,4,metallic,1,27,0.96,751,9037,25.7,28.6,1.11284,39741.42,11.55194,0.083103,2.845457,0.041009
1945,7476,pts_sym_5_on_13_sym_4_mc_1_L_3,pts,5,organic,13,4,metallic,1,3,0.92,1330,7390,16.2,18.4,1.135802,14808.37,5.113242,0.179925,6.11155,0.163691
1946,7470,pts_sym_5_on_13_sym_4_mc_1_L_34,pts,5,organic,13,4,metallic,1,34,0.97,710,9101,28.6,31.8,1.111888,51230.68,12.44079,0.077969,2.018874,0.023452
1947,7473,pts_sym_5_on_13_sym_4_mc_1_L_37,pts,5,organic,13,4,metallic,1,37,0.97,684,8837,27.7,31.7,1.144404,51590.14,12.52809,0.077426,2.181677,0.0309
1948,7478,pts_sym_5_on_13_sym_4_mc_1_L_41,pts,5,organic,13,4,metallic,1,41,0.97,622,8704,31.1,35,1.125402,65545.02,13.56717,0.071496,1.612965,0.0261
1949,7480,pts_sym_5_on_13_sym_4_mc_1_L_43,pts,5,organic,13,4,metallic,1,43,0.97,557,8537,33.1,38.3,1.1571,82491.65,14.87853,0.065195,1.33643,0.021453
1950,7482,pts_sym_5_on_13_sym_4_mc_1_L_45,pts,5,organic,13,4,metallic,1,45,0.97,533,7522,33.4,37.7,1.128743,78098.72,13.68543,0.070878,1.321412,0.028497
1951,7483,pts_sym_5_on_13_sym_4_mc_1_L_46,pts,5,organic,13,4,metallic,1,46,0.98,503,9227,34.8,39.9,1.146552,91779.47,17.96962,0.054537,1.238014,0.016595
1952,7494,pts_sym_5_on_9_sym_4_mc_1_L_12,pts,5,organic,9,4,metallic,1,12,0.9,1480,5983,14.2,16.5,1.161972,10156.03,3.639378,0.247295,6.334026,0.402111
1953,7495,pts_sym_5_on_9_sym_4_mc_1_L_13,pts,5,organic,9,4,metallic,1,13,0.91,1427,5519,15.2,16.9,1.111842,9914.996,3.518935,0.258601,7.950636,0.446432
1954,7498,pts_sym_5_on_9_sym_4_mc_1_L_16,pts,5,organic,9,4,metallic,1,16,0.93,1274,7519,18.1,19.8,1.093923,12618.09,5.486499,0.169507,6.243473,0.227855
1955,7503,pts_sym_5_on_9_sym_4_mc_1_L_20,pts,5,organic,9,4,metallic,1,20,0.94,1149,7387,19.9,21.9,1.100503,18189.77,6.040432,0.155618,3.638523,0.160799
1956,7507,pts_sym_5_on_9_sym_4_mc_1_L_24,pts,5,organic,9,4,metallic,1,24,0.95,1006,7350,21.2,24.5,1.15566,25749.05,6.944495,0.136799,2.896595,0.110529
1957,7509,pts_sym_5_on_9_sym_4_mc_1_L_26,pts,5,organic,9,4,metallic,1,26,0.95,961,6548,22.1,25.3,1.144796,24726.54,6.475713,0.146702,3.844589,0.115679
1958,7510,pts_sym_5_on_9_sym_4_mc_1_L_27,pts,5,organic,9,4,metallic,1,27,0.95,974,8760,22.4,25.7,1.147321,22113.12,8.546701,0.111154,4.140722,0.10183
1959,7524,pts_sym_5_on_9_sym_4_mc_1_L_3,pts,5,organic,9,4,metallic,1,3,0.88,1608,5584,13.6,14.1,1.036765,6317.362,3.054993,0.288053,9.062126,0.646647
1960,7518,pts_sym_5_on_9_sym_4_mc_1_L_34,pts,5,organic,9,4,metallic,1,34,0.96,874,8297,25.4,27.4,1.07874,29902.85,9.113953,0.105333,2.897741,0.071875
1961,7521,pts_sym_5_on_9_sym_4_mc_1_L_37,pts,5,organic,9,4,metallic,1,37,0.96,879,8451,23.3,26.7,1.145923,30284.32,9.230237,0.104006,3.080008,0.070261
1962,7526,pts_sym_5_on_9_sym_4_mc_1_L_41,pts,5,organic,9,4,metallic,1,41,0.96,798,8386,25.7,29.7,1.155642,40378.1,10.09044,0.09514,2.941333,0.047586
1963,7528,pts_sym_5_on_9_sym_4_mc_1_L_43,pts,5,organic,9,4,metallic,1,43,0.97,703,8129,29.4,33.1,1.12585,52427.27,11.21785,0.086469,1.909903,0.04408
1964,7530,pts_sym_5_on_9_sym_4_mc_1_L_45,pts,5,organic,9,4,metallic,1,45,0.97,664,7053,29.3,33.6,1.146758,49832.56,10.30466,0.094132,2.947246,0.049296
1965,7531,pts_sym_5_on_9_sym_4_mc_1_L_46,pts,5,organic,9,4,metallic,1,46,0.97,629,9031,30.8,34.9,1.133117,59709.83,13.92048,0.069682,2.121742,0.028544
1966,7543,pyr_sym_3_mc_0_sym_6_mc_3_L_13,pyr,3,metaliic,0,6,metallic,3,13,0.9,1518,4772,13.9,16,1.151079,37662.66,2.403121,0.374513,2.816117,0.990527
1967,7557,pyr_sym_3_mc_0_sym_6_mc_3_L_26,pyr,3,metaliic,0,6,metallic,3,26,0.94,1019,5617,19.7,22.1,1.121827,83644.56,4.54607,0.206772,0.453239,0.301578
1968,7578,pyr_sym_3_mc_0_sym_6_mc_3_L_45,pyr,3,metaliic,0,6,metallic,3,45,0.96,732,6171,25.1,27.3,1.087649,154751.7,7.252015,0.132377,1.710944,0.330108
1969,7590,pyr_sym_3_on_0_sym_6_mc_3_L_12,pyr,3,organic,0,6,metallic,3,12,0.79,2327,3742,6.3,8.3,1.31746,10960.78,1.270344,0.621879,8.11964,3.404679
1970,7591,pyr_sym_3_on_0_sym_6_mc_3_L_13,pyr,3,organic,0,6,metallic,3,13,0.8,2320,3512,7.6,8.9,1.171053,10558.18,1.211187,0.660509,8.782864,3.978182
1971,7594,pyr_sym_3_on_0_sym_6_mc_3_L_16,pyr,3,organic,0,6,metallic,3,16,0.87,2049,5115,9.7,11.1,1.14433,14223.38,2.171607,0.400625,6.014114,1.636129
1972,7599,pyr_sym_3_on_0_sym_6_mc_3_L_20,pyr,3,organic,0,6,metallic,3,20,0.87,2108,5539,8.8,12.6,1.431818,20427.42,2.286171,0.380549,0.530356,0.959053
1973,7603,pyr_sym_3_on_0_sym_6_mc_3_L_24,pyr,3,organic,0,6,metallic,3,24,0.9,1656,5925,12.1,14.5,1.198347,35248.5,3.221004,0.279416,3.440226,0.867077
1974,7605,pyr_sym_3_on_0_sym_6_mc_3_L_26,pyr,3,organic,0,6,metallic,3,26,0.9,1580,5178,13.4,15,1.119403,33300.89,2.948722,0.305217,3.242381,1.04917
1975,7606,pyr_sym_3_on_0_sym_6_mc_3_L_27,pyr,3,organic,0,6,metallic,3,27,0.92,1534,6616,11.5,16.3,1.417391,28712.21,3.96887,0.231804,2.631587,0.652355
1976,7620,pyr_sym_3_on_0_sym_6_mc_3_L_3,pyr,3,organic,0,6,metallic,3,3,0.73,2089,2268,5.1,7.4,1.45098,5147.427,0.792597,0.921023,2.554879,6.256209
1977,7614,pyr_sym_3_on_0_sym_6_mc_3_L_34,pyr,3,organic,0,6,metallic,3,34,0.93,1554,7355,12.9,17.8,1.379845,41321.97,4.401513,0.211291,1.489051,0.370798
1978,7617,pyr_sym_3_on_0_sym_6_mc_3_L_37,pyr,3,organic,0,6,metallic,3,37,0.93,1418,6964,14.5,16.2,1.117241,42885.39,4.568027,0.203589,2.757697,0.525733
1979,7622,pyr_sym_3_on_0_sym_6_mc_3_L_41,pyr,3,organic,0,6,metallic,3,41,0.93,1271,7018,15.7,18.7,1.191083,59670.18,5.135256,0.181101,1.649813,0.411359
1980,7624,pyr_sym_3_on_0_sym_6_mc_3_L_43,pyr,3,organic,0,6,metallic,3,43,0.94,1115,7055,17.9,20.5,1.145251,81519.92,5.948652,0.158019,1.676855,0.306132
1981,7626,pyr_sym_3_on_0_sym_6_mc_3_L_45,pyr,3,organic,0,6,metallic,3,45,0.94,1069,6049,18.6,20.8,1.11828,75542.33,5.317404,0.176778,0.939738,0.353355
1982,7627,pyr_sym_3_on_0_sym_6_mc_3_L_46,pyr,3,organic,0,6,metallic,3,46,0.95,973,7782,19.8,22.8,1.151515,94080.58,7.59763,0.125039,1.105273,0.234479
1983,7638,pyr_sym_3_on_1_sym_6_mc_3_L_12,pyr,3,organic,1,6,metallic,3,12,0.86,2044,4452,9.3,10.8,1.16129,16698.6,1.873043,0.459146,5.843729,2.554848
1984,7639,pyr_sym_3_on_1_sym_6_mc_3_L_13,pyr,3,organic,1,6,metallic,3,13,0.86,2067,4247,9.7,11,1.134021,16072.91,1.76657,0.486819,7.218071,2.739231
1985,7642,pyr_sym_3_on_1_sym_6_mc_3_L_16,pyr,3,organic,1,6,metallic,3,16,0.91,1730,5678,11.8,12.7,1.076271,21493.7,2.986574,0.304697,5.056707,1.290354
1986,7647,pyr_sym_3_on_1_sym_6_mc_3_L_20,pyr,3,organic,1,6,metallic,3,20,0.91,1629,6118,12.5,14.4,1.152,32391.02,3.417712,0.26626,2.870407,0.899857
1987,7651,pyr_sym_3_on_1_sym_6_mc_3_L_24,pyr,3,organic,1,6,metallic,3,24,0.93,1401,6173,14.7,16.4,1.115646,47159.73,4.098993,0.226885,2.18491,0.759284
1988,7653,pyr_sym_3_on_1_sym_6_mc_3_L_26,pyr,3,organic,1,6,metallic,3,26,0.92,1374,5563,15.3,16.9,1.104575,44597.8,3.724983,0.246981,2.772415,0.860327
1989,7654,pyr_sym_3_on_1_sym_6_mc_3_L_27,pyr,3,organic,1,6,metallic,3,27,0.94,1302,6943,15.3,16.5,1.078431,40022.07,5.01181,0.187557,2.828386,0.576492
1990,7668,pyr_sym_3_on_1_sym_6_mc_3_L_3,pyr,3,organic,1,6,metallic,3,3,0.84,2270,3974,8,8.9,1.1125,9790.294,1.47072,0.571149,9.982822,3.847888
1991,7662,pyr_sym_3_on_1_sym_6_mc_3_L_34,pyr,3,organic,1,6,metallic,3,34,0.94,1312,7659,15.8,17.7,1.120253,55922.3,5.486136,0.171341,1.908227,0.362824
1992,7665,pyr_sym_3_on_1_sym_6_mc_3_L_37,pyr,3,organic,1,6,metallic,3,37,0.94,1210,7127,16.2,18,1.111111,56418.16,5.534784,0.169835,1.831551,0.490328
1993,7670,pyr_sym_3_on_1_sym_6_mc_3_L_41,pyr,3,organic,1,6,metallic,3,41,0.95,1093,7149,18.5,20.3,1.097297,76232.41,6.212561,0.152916,1.010185,0.354771
1994,7672,pyr_sym_3_on_1_sym_6_mc_3_L_43,pyr,3,organic,1,6,metallic,3,43,0.95,966,7192,20.4,22.6,1.107843,102183.7,7.068926,0.134391,1.642762,0.306313
1995,7674,pyr_sym_3_on_1_sym_6_mc_3_L_45,pyr,3,organic,1,6,metallic,3,45,0.95,949,6285,20.7,22.6,1.091787,94117.04,6.294309,0.15093,0.676604,0.301267
1996,7675,pyr_sym_3_on_1_sym_6_mc_3_L_46,pyr,3,organic,1,6,metallic,3,46,0.96,851,7852,22.6,24.2,1.070796,116343.4,8.854047,0.108425,0.759911,0.202638
1997,7686,pyr_sym_3_on_2_sym_6_mc_3_L_12,pyr,3,organic,2,6,metallic,3,12,0.86,2041,4610,9.2,11,1.195652,17229.95,1.94262,0.442701,9.122535,2.562097
1998,7687,pyr_sym_3_on_2_sym_6_mc_3_L_13,pyr,3,organic,2,6,metallic,3,13,0.86,2040,4313,9.7,11.1,1.14433,16457.8,1.81802,0.473042,7.008243,2.807781
1999,7690,pyr_sym_3_on_2_sym_6_mc_3_L_16,pyr,3,organic,2,6,metallic,3,16,0.91,1753,5873,11.9,12.7,1.067227,21807.2,3.048464,0.298511,4.562441,1.242076
2000,7695,pyr_sym_3_on_2_sym_6_mc_3_L_20,pyr,3,organic,2,6,metallic,3,20,0.91,1619,6185,12.6,14.5,1.150794,32800.3,3.476759,0.261738,2.613048,0.865103
2001,7699,pyr_sym_3_on_2_sym_6_mc_3_L_24,pyr,3,organic,2,6,metallic,3,24,0.93,1414,6344,14.2,16.5,1.161972,47812.41,4.171077,0.222964,2.218076,0.680116
2002,7701,pyr_sym_3_on_2_sym_6_mc_3_L_26,pyr,3,organic,2,6,metallic,3,26,0.92,1363,5611,15.3,17.5,1.143791,45176.39,3.786834,0.242947,2.301179,0.839162
2003,7702,pyr_sym_3_on_2_sym_6_mc_3_L_27,pyr,3,organic,2,6,metallic,3,27,0.94,1310,7109,15.4,16.5,1.071429,40510,5.09966,0.184326,2.64658,0.557592
2004,7716,pyr_sym_3_on_2_sym_6_mc_3_L_3,pyr,3,organic,2,6,metallic,3,3,0.84,2319,4167,7.9,8.8,1.113924,9976.965,1.509391,0.556516,8.984477,3.671004
2005,7710,pyr_sym_3_on_2_sym_6_mc_3_L_34,pyr,3,organic,2,6,metallic,3,34,0.94,1303,7712,15.9,17.6,1.106918,56490.36,5.564731,0.168921,1.679498,0.353146
2006,7713,pyr_sym_3_on_2_sym_6_mc_3_L_37,pyr,3,organic,2,6,metallic,3,37,0.94,1225,7355,16.4,18.8,1.146341,57287.09,5.643205,0.166572,2.539848,0.441511
2007,7718,pyr_sym_3_on_2_sym_6_mc_3_L_41,pyr,3,organic,2,6,metallic,3,41,0.95,1104,7353,17.9,20.8,1.162011,77365.91,6.32629,0.150167,1.473834,0.334762
2008,7720,pyr_sym_3_on_2_sym_6_mc_3_L_43,pyr,3,organic,2,6,metallic,3,43,0.95,969,7321,19.8,22.6,1.141414,103462.4,7.177992,0.132349,2.132446,0.283394
2009,7722,pyr_sym_3_on_2_sym_6_mc_3_L_45,pyr,3,organic,2,6,metallic,3,45,0.95,937,6320,20.8,22.8,1.096154,95590.51,6.410646,0.148191,0.757629,0.309216
2010,7723,pyr_sym_3_on_2_sym_6_mc_3_L_46,pyr,3,organic,2,6,metallic,3,46,0.96,856,8020,22.2,24.9,1.121622,117807.2,8.993564,0.106743,1.001483,0.191685
2011,7734,pyr_sym_3_on_4_sym_6_mc_3_L_12,pyr,3,organic,4,6,metallic,3,12,0.9,1803,5144,10.9,12.9,1.183486,25064.28,2.567826,0.350491,6.624709,1.914591
2012,7735,pyr_sym_3_on_4_sym_6_mc_3_L_13,pyr,3,organic,4,6,metallic,3,13,0.89,1798,4833,11.4,12.9,1.131579,24039.46,2.392576,0.371984,5.189923,2.057293
2013,7738,pyr_sym_3_on_4_sym_6_mc_3_L_16,pyr,3,organic,4,6,metallic,3,16,0.92,1545,6225,13.2,14.4,1.090909,30898.3,3.707749,0.248129,3.975977,0.947015
2014,7743,pyr_sym_3_on_4_sym_6_mc_3_L_20,pyr,3,organic,4,6,metallic,3,20,0.93,1410,6443,14.3,16.6,1.160839,44516.11,4.249583,0.218845,2.099391,0.661522
2015,7747,pyr_sym_3_on_4_sym_6_mc_3_L_24,pyr,3,organic,4,6,metallic,3,24,0.94,1234,6576,16.8,18.9,1.125,63001.47,5.011329,0.187575,2.331553,0.558149
2016,7749,pyr_sym_3_on_4_sym_6_mc_3_L_26,pyr,3,organic,4,6,metallic,3,26,0.94,1192,5855,17.4,18.9,1.086207,59609,4.61837,0.203535,1.937324,0.681116
2017,7750,pyr_sym_3_on_4_sym_6_mc_3_L_27,pyr,3,organic,4,6,metallic,3,27,0.95,1163,7270,17,18.4,1.082353,53916.53,5.939245,0.159953,2.325202,0.451856
2018,7764,pyr_sym_3_on_4_sym_6_mc_3_L_3,pyr,3,organic,4,6,metallic,3,3,0.88,2097,4867,9.2,10.4,1.130435,15571.49,2.042337,0.430879,7.241264,2.5002
2019,7758,pyr_sym_3_on_4_sym_6_mc_3_L_34,pyr,3,organic,4,6,metallic,3,34,0.95,1140,7786,18,19.3,1.072222,73045.41,6.48566,0.146477,1.51819,0.287859
2020,7761,pyr_sym_3_on_4_sym_6_mc_3_L_37,pyr,3,organic,4,6,metallic,3,37,0.95,1083,7493,17.9,20.5,1.145251,74003.09,6.570666,0.144582,1.956632,0.354265
2021,7766,pyr_sym_3_on_4_sym_6_mc_3_L_41,pyr,3,organic,4,6,metallic,3,41,0.96,975,7457,20,23.1,1.155,97694.52,7.341526,0.130763,1.156697,0.273049
2022,7768,pyr_sym_3_on_4_sym_6_mc_3_L_43,pyr,3,organic,4,6,metallic,3,43,0.96,862,7413,21.9,25.1,1.146119,127646.4,8.251747,0.116339,1.265236,0.22096
2023,7770,pyr_sym_3_on_4_sym_6_mc_3_L_45,pyr,3,organic,4,6,metallic,3,45,0.96,837,6470,22.7,24.6,1.0837,118373,7.416277,0.129445,0.530094,0.24664
2024,7771,pyr_sym_3_on_4_sym_6_mc_3_L_46,pyr,3,organic,4,6,metallic,3,46,0.97,769,8083,23.9,26.8,1.121339,144359.1,10.19706,0.095126,0.813379,0.159439
2025,7782,pyr_sym_3_on_5_sym_6_mc_3_L_12,pyr,3,organic,5,6,metallic,3,12,0.9,1749,5234,11.3,13.7,1.212389,27488.06,2.693893,0.334089,2.036445,1.407687
2026,7783,pyr_sym_3_on_5_sym_6_mc_3_L_13,pyr,3,organic,5,6,metallic,3,13,0.9,1741,4947,11.9,13.2,1.109244,26533.24,2.55647,0.352048,2.276781,1.488921
2027,7786,pyr_sym_3_on_5_sym_6_mc_3_L_16,pyr,3,organic,5,6,metallic,3,16,0.93,1491,6282,13.8,15.1,1.094203,33971.95,3.917208,0.237414,1.337245,0.75224
2028,7791,pyr_sym_3_on_5_sym_6_mc_3_L_20,pyr,3,organic,5,6,metallic,3,20,0.93,1366,6495,15.3,17.6,1.150327,48214.3,4.421665,0.210328,0.746093,0.514818
2029,7795,pyr_sym_3_on_5_sym_6_mc_3_L_24,pyr,3,organic,5,6,metallic,3,24,0.94,1190,6549,16.9,19,1.12426,67245.21,5.174331,0.181666,0.719043,0.438482
2030,7797,pyr_sym_3_on_5_sym_6_mc_3_L_26,pyr,3,organic,5,6,metallic,3,26,0.94,1156,5918,17.8,19.6,1.101124,64143.32,4.811581,0.195362,0.981364,0.50405
2031,7798,pyr_sym_3_on_5_sym_6_mc_3_L_27,pyr,3,organic,5,6,metallic,3,27,0.95,1121,7261,17.8,18.7,1.050562,58426.94,6.151734,0.154428,0.861788,0.355585
2032,7812,pyr_sym_3_on_5_sym_6_mc_3_L_3,pyr,3,organic,5,6,metallic,3,3,0.89,2040,5008,9.8,10.9,1.112245,17446.86,2.184515,0.407413,2.103552,1.975321
2033,7806,pyr_sym_3_on_5_sym_6_mc_3_L_34,pyr,3,organic,5,6,metallic,3,34,0.95,1099,7788,18.1,20.3,1.121547,78628.03,6.730524,0.141148,0.642755,0.230841
2034,7809,pyr_sym_3_on_5_sym_6_mc_3_L_37,pyr,3,organic,5,6,metallic,3,37,0.96,1038,7440,18.7,20.7,1.106952,79573.23,6.883151,0.139471,0.835304,0.301675
2035,7814,pyr_sym_3_on_5_sym_6_mc_3_L_41,pyr,3,organic,5,6,metallic,3,41,0.96,938,7418,20.9,23.1,1.105263,104152.4,7.589953,0.126483,0.480191,0.224187
2036,7816,pyr_sym_3_on_5_sym_6_mc_3_L_43,pyr,3,organic,5,6,metallic,3,43,0.96,830,7398,23.3,25.3,1.085837,136000.2,8.561949,0.112124,0.878022,0.192537
2037,7818,pyr_sym_3_on_5_sym_6_mc_3_L_45,pyr,3,organic,5,6,metallic,3,45,0.96,825,6499,22.5,25.2,1.12,123926.6,7.567337,0.126861,0.20664,0.178236
2038,7819,pyr_sym_3_on_5_sym_6_mc_3_L_46,pyr,3,organic,5,6,metallic,3,46,0.97,740,8023,24.7,27.1,1.097166,153128.4,10.51134,0.092281,0.366593,0.128018
2039,7829,qtz_sym_4_mc_1_L_12,qtz,4,metaliic,1,4,metallic,1,12,0.92,1375,7019,14.9,15.7,1.053691,13473.58,4.695219,0.195944,4.0255,0.234131
2040,7830,qtz_sym_4_mc_1_L_13,qtz,4,metaliic,1,4,metallic,1,13,0.92,1314,6434,15.8,16.3,1.031646,13114.47,4.502917,0.204312,4.422413,0.280923
2041,7833,qtz_sym_4_mc_1_L_16,qtz,4,metaliic,1,4,metallic,1,16,0.94,1180,7969,16.9,17.8,1.053254,15945.61,6.349721,0.148038,3.999061,0.174954
2042,7838,qtz_sym_4_mc_1_L_20,qtz,4,metaliic,1,4,metallic,1,20,0.94,1075,8049,18.5,20.1,1.086486,21566.59,7.040566,0.133512,3.01167,0.122452
2043,7842,qtz_sym_4_mc_1_L_24,qtz,4,metaliic,1,4,metallic,1,24,0.95,936,7897,20.6,22.2,1.07767,28665.53,8.013632,0.118548,2.160089,0.085413
2044,7844,qtz_sym_4_mc_1_L_26,qtz,4,metaliic,1,4,metallic,1,26,0.95,885,6983,21.9,22.6,1.031963,27426.73,7.49365,0.126774,2.346662,0.108863
2045,7845,qtz_sym_4_mc_1_L_27,qtz,4,metaliic,1,4,metallic,1,27,0.96,898,8686,20.9,21.6,1.033493,25160.78,9.290532,0.103331,2.825518,0.091457
