,MOF ID,name,topology,First nodular symmetry code,First nodular character,First nodular ID,Second nodular symmetry code,Second nodular character,Second nodular ID,Connecting building block ID,VF,VSA,GSA,PLD,LCD,LCD/PLD,UCV,GPV,density,bulk,shear
488,2152,dia_sym_4_mc_1_sym_4_on_8_L_37,dia,4,metaliic,1,4,organic,8,37,0.96,836,9015,22.9,26.9,1.174672,73406.89,10.35574,0.092702,1.795936,0.086673
489,2157,dia_sym_4_mc_1_sym_4_on_8_L_41,dia,4,metaliic,1,4,organic,8,41,0.97,763,8808,25,30.3,1.212,94541.31,11.19915,0.086614,1.274911,0.074862
490,2159,dia_sym_4_mc_1_sym_4_on_8_L_43,dia,4,metaliic,1,4,organic,8,43,0.97,663,8593,27.7,33.3,1.202166,124040.8,12.56975,0.077169,1.134584,0.04499
491,2161,dia_sym_4_mc_1_sym_4_on_8_L_45,dia,4,metaliic,1,4,organic,8,45,0.97,630,7399,28,34.3,1.225,116040,11.38435,0.085205,1.247731,0.077076
492,2162,dia_sym_4_mc_1_sym_4_on_8_L_46,dia,4,metaliic,1,4,organic,8,46,0.97,603,9363,29.1,34.1,1.171821,137012.8,15.05669,0.064423,0.963792,0.048396
493,2173,dia_sym_4_on_14_sym_4_mc_1_L_12,dia,4,organic,14,4,metallic,1,12,0.88,1790,5915,11.4,13.9,1.219298,15589.31,2.907985,0.302615,10.02166,0.844579
494,2174,dia_sym_4_on_14_sym_4_mc_1_L_13,dia,4,organic,14,4,metallic,1,13,0.88,1744,5426,11.2,13.7,1.223214,15009.09,2.738797,0.321309,10.31677,0.864055
495,2175,dia_sym_4_on_14_sym_4_mc_1_L_16,dia,4,organic,14,4,metallic,1,16,0.92,1560,7755,13,16,1.230769,19747.45,4.573701,0.20115,7.761138,0.482478
496,2180,dia_sym_4_on_14_sym_4_mc_1_L_20,dia,4,organic,14,4,metallic,1,20,0.93,1407,7781,15.3,19,1.24183,29619.3,5.143208,0.180821,5.884994,0.274796
497,2183,dia_sym_4_on_14_sym_4_mc_1_L_24,dia,4,organic,14,4,metallic,1,24,0.94,1168,7376,18,21.8,1.211111,42568.91,5.937455,0.158317,4.791376,0.228083
498,2185,dia_sym_4_on_14_sym_4_mc_1_L_26,dia,4,organic,14,4,metallic,1,26,0.94,1110,6458,18.6,22.3,1.198925,40414.79,5.466674,0.171951,5.466565,0.239846
499,2186,dia_sym_4_on_14_sym_4_mc_1_L_27,dia,4,organic,14,4,metallic,1,27,0.95,1128,8844,17.6,21.8,1.238636,36162.39,7.451448,0.127492,5.186278,0.209006
500,2198,dia_sym_4_on_14_sym_4_mc_1_L_3,dia,4,organic,14,4,metallic,1,3,0.86,2174,6028,8.6,10.4,1.209302,9242.975,2.38424,0.360702,12.56286,1.341221
501,2192,dia_sym_4_on_14_sym_4_mc_1_L_34,dia,4,organic,14,4,metallic,1,34,0.95,1060,8866,19.5,23.3,1.194872,50156.4,7.949392,0.119506,4.096221,0.130562
502,2195,dia_sym_4_on_14_sym_4_mc_1_L_37,dia,4,organic,14,4,metallic,1,37,0.95,994,8362,20.6,24.1,1.169903,50441.9,7.994614,0.11883,4.366784,0.173165
503,2200,dia_sym_4_on_14_sym_4_mc_1_L_41,dia,4,organic,14,4,metallic,1,41,0.95,896,8293,22,27.1,1.231818,68262.24,8.790029,0.108077,3.491903,0.115868
504,2202,dia_sym_4_on_14_sym_4_mc_1_L_43,dia,4,organic,14,4,metallic,1,43,0.96,789,8148,25,29.9,1.196,90431.64,9.908972,0.096882,2.744629,0.078858
505,2204,dia_sym_4_on_14_sym_4_mc_1_L_45,dia,4,organic,14,4,metallic,1,45,0.96,748,7005,25.8,30.2,1.170543,85030.74,8.993817,0.10674,3.39392,0.092177
506,2205,dia_sym_4_on_14_sym_4_mc_1_L_46,dia,4,organic,14,4,metallic,1,46,0.97,700,8947,26.8,32.3,1.205224,102448.9,12.39999,0.078226,1.757358,0.067272
507,2215,dia_sym_4_on_6_sym_4_mc_1_L_12,dia,4,organic,6,4,metallic,1,12,0.87,1851,5752,10.5,13.3,1.266667,14324.13,2.702795,0.321889,10.53121,1.134361
508,2216,dia_sym_4_on_6_sym_4_mc_1_L_13,dia,4,organic,6,4,metallic,1,13,0.87,1801,5248,10.6,12.9,1.216981,13744.88,2.535756,0.343093,11.39508,1.200297
509,2219,dia_sym_4_on_6_sym_4_mc_1_L_16,dia,4,organic,6,4,metallic,1,16,0.91,1634,7639,12.4,15.3,1.233871,18071.47,4.254404,0.213896,8.688956,0.582733
510,2224,dia_sym_4_on_6_sym_4_mc_1_L_20,dia,4,organic,6,4,metallic,1,20,0.92,1447,7557,14.3,18.4,1.286713,27415.98,4.805231,0.191458,6.528533,0.323317
511,2228,dia_sym_4_on_6_sym_4_mc_1_L_24,dia,4,organic,6,4,metallic,1,24,0.94,1204,7280,17.6,21.1,1.198864,40109.24,5.684464,0.165363,4.508543,0.274412
512,2230,dia_sym_4_on_6_sym_4_mc_1_L_26,dia,4,organic,6,4,metallic,1,26,0.93,1146,6347,17.9,21.5,1.201117,37908.62,5.152297,0.180502,5.591248,0.308548
513,2231,dia_sym_4_on_6_sym_4_mc_1_L_27,dia,4,organic,6,4,metallic,1,27,0.94,1173,8765,17,21,1.235294,33640.18,7.02137,0.133877,5.706962,0.24416
514,2245,dia_sym_4_on_6_sym_4_mc_1_L_3,dia,4,organic,6,4,metallic,1,3,0.84,2201,5620,8.1,9.9,1.222222,8241.199,2.14509,0.391592,14.45331,1.69273
515,2239,dia_sym_4_on_6_sym_4_mc_1_L_34,dia,4,organic,6,4,metallic,1,34,0.95,1086,8674,19,23.1,1.215789,47013.84,7.586405,0.125224,4.478518,0.150614
516,2242,dia_sym_4_on_6_sym_4_mc_1_L_37,dia,4,organic,6,4,metallic,1,37,0.95,1028,8308,19.9,23,1.155779,47593.37,7.679933,0.123699,4.20954,0.2022
517,2247,dia_sym_4_on_6_sym_4_mc_1_L_41,dia,4,organic,6,4,metallic,1,41,0.95,929,8260,22.1,25.9,1.171946,64615.43,8.442568,0.112525,3.091108,0.131211
518,2249,dia_sym_4_on_6_sym_4_mc_1_L_43,dia,4,organic,6,4,metallic,1,43,0.96,811,8099,24.5,29.3,1.195918,86399.38,9.583899,0.100168,2.49956,0.091599
519,2251,dia_sym_4_on_6_sym_4_mc_1_L_45,dia,4,organic,6,4,metallic,1,45,0.96,769,6925,24.6,29.2,1.186992,80790.6,8.647013,0.111021,3.192253,0.113622
520,2252,dia_sym_4_on_6_sym_4_mc_1_L_46,dia,4,organic,6,4,metallic,1,46,0.97,719,8948,27.1,31.3,1.154982,98424.42,12.07118,0.080357,2.317869,0.07447
521,2263,dia_sym_4_on_7_sym_4_mc_1_L_12,dia,4,organic,7,4,metallic,1,12,0.9,1615,6362,12.3,15.9,1.292683,20467.47,3.545163,0.253867,6.296466,0.670302
522,2264,dia_sym_4_on_7_sym_4_mc_1_L_13,dia,4,organic,7,4,metallic,1,13,0.9,1577,5838,12.7,16,1.259843,19621.96,3.331396,0.270157,6.136322,0.812772
523,2267,dia_sym_4_on_7_sym_4_mc_1_L_16,dia,4,organic,7,4,metallic,1,16,0.93,1386,7948,15,18.4,1.226667,25522.88,5.333211,0.174379,5.377702,0.414228
524,2272,dia_sym_4_on_7_sym_4_mc_1_L_20,dia,4,organic,7,4,metallic,1,20,0.94,1251,7930,16.9,21,1.242604,36978.95,5.957965,0.157772,3.689402,0.253534
525,2276,dia_sym_4_on_7_sym_4_mc_1_L_24,dia,4,organic,7,4,metallic,1,24,0.94,1066,7612,19.2,23.8,1.239583,51531.46,6.711122,0.140066,3.013976,0.193254
526,2278,dia_sym_4_on_7_sym_4_mc_1_L_26,dia,4,organic,7,4,metallic,1,26,0.94,1023,6700,19.5,24.1,1.235897,48660.92,6.158079,0.152645,2.139471,0.245015
527,2279,dia_sym_4_on_7_sym_4_mc_1_L_27,dia,4,organic,7,4,metallic,1,27,0.95,1019,8906,19.8,23.9,1.207071,44477.35,8.303107,0.114415,3.440373,0.1977
528,2293,dia_sym_4_on_7_sym_4_mc_1_L_3,dia,4,organic,7,4,metallic,1,3,0.88,1929,6525,10.3,12.9,1.252427,12894.84,2.976442,0.295655,9.092866,1.056513
529,2287,dia_sym_4_on_7_sym_4_mc_1_L_34,dia,4,organic,7,4,metallic,1,34,0.95,969,9030,20.6,25.9,1.257282,60284.58,8.848321,0.107365,2.640413,0.130596
530,2290,dia_sym_4_on_7_sym_4_mc_1_L_37,dia,4,organic,7,4,metallic,1,37,0.96,917,8538,21.6,25.5,1.180556,60256.53,8.937299,0.107415,2.621522,0.166424
531,2295,dia_sym_4_on_7_sym_4_mc_1_L_41,dia,4,organic,7,4,metallic,1,41,0.96,833,8488,23.5,28.3,1.204255,80057.02,9.782861,0.098131,2.018535,0.120731
532,2297,dia_sym_4_on_7_sym_4_mc_1_L_43,dia,4,organic,7,4,metallic,1,43,0.97,736,8292,25.8,31.3,1.213178,104109.4,10.92965,0.088749,1.493224,0.08784
533,2299,dia_sym_4_on_7_sym_4_mc_1_L_45,dia,4,organic,7,4,metallic,1,45,0.96,702,7159,26,31.3,1.203846,97432.13,9.789455,0.098065,1.097715,0.106228
534,2300,dia_sym_4_on_7_sym_4_mc_1_L_46,dia,4,organic,7,4,metallic,1,46,0.97,654,9098,28.4,33.6,1.183099,118236.7,13.50196,0.071841,1.276693,0.058931
535,2311,dia_sym_4_on_8_sym_4_mc_1_L_12,dia,4,organic,8,4,metallic,1,12,0.92,1427,7008,14.7,18,1.22449,27158.08,4.519374,0.203568,4.628523,0.375639
536,2312,dia_sym_4_on_8_sym_4_mc_1_L_13,dia,4,organic,8,4,metallic,1,13,0.92,1352,6366,15.5,18.5,1.193548,26524.74,4.331715,0.212387,5.96924,0.391119
537,2315,dia_sym_4_on_8_sym_4_mc_1_L_16,dia,4,organic,8,4,metallic,1,16,0.94,1219,8307,16.6,19.2,1.156627,32598.22,6.406281,0.146731,3.379705,0.223538
538,2320,dia_sym_4_on_8_sym_4_mc_1_L_20,dia,4,organic,8,4,metallic,1,20,0.95,1107,8207,18.9,22.6,1.195767,45704.12,7.040792,0.134928,2.440685,0.163756
539,2324,dia_sym_4_on_8_sym_4_mc_1_L_24,dia,4,organic,8,4,metallic,1,24,0.96,952,7979,21,25.1,1.195238,63288.56,8.04694,0.1193,1.757961,0.134436
540,2326,dia_sym_4_on_8_sym_4_mc_1_L_26,dia,4,organic,8,4,metallic,1,26,0.95,899,7020,22.3,26.2,1.174888,60583.9,7.416544,0.128092,2.319399,0.167649
541,2327,dia_sym_4_on_8_sym_4_mc_1_L_27,dia,4,organic,8,4,metallic,1,27,0.96,918,9143,20.8,24.3,1.168269,54009.47,9.563753,0.100379,2.175617,0.132575
542,2341,dia_sym_4_on_8_sym_4_mc_1_L_3,dia,4,organic,8,4,metallic,1,3,0.91,1686,7139,12.1,14.3,1.181818,17554.79,3.85407,0.236114,8.600821,0.451172
543,2335,dia_sym_4_on_8_sym_4_mc_1_L_34,dia,4,organic,8,4,metallic,1,34,0.96,884,9222,21.9,26,1.187215,71022.74,10.0194,0.095814,1.633316,0.100071
544,2338,dia_sym_4_on_8_sym_4_mc_1_L_37,dia,4,organic,8,4,metallic,1,37,0.96,839,8928,22.6,27.3,1.207965,72416.88,10.21608,0.09397,1.655071,0.106618
545,2343,dia_sym_4_on_8_sym_4_mc_1_L_41,dia,4,organic,8,4,metallic,1,41,0.97,759,8802,25.3,30.6,1.209486,94965.95,11.24945,0.086226,1.354182,0.075114
546,2345,dia_sym_4_on_8_sym_4_mc_1_L_43,dia,4,organic,8,4,metallic,1,43,0.97,679,8519,27.2,32.3,1.1875,120147.9,12.17525,0.07967,0.750293,0.062441
547,2347,dia_sym_4_on_8_sym_4_mc_1_L_45,dia,4,organic,8,4,metallic,1,45,0.97,633,7385,28.2,33.7,1.195035,115295.5,11.31131,0.085755,1.390201,0.084892
548,2348,dia_sym_4_on_8_sym_4_mc_1_L_46,dia,4,organic,8,4,metallic,1,46,0.97,610,9354,29,34.4,1.186207,135348.5,14.87379,0.065215,0.900412,0.05521
549,2358,fcu_sym_12_mc_11_L_12,fcu,12,metaliic,11,12,metallic,11,12,0.54,736,562,3.8,7.8,2.052632,8434.551,0.412075,1.31044,66.6586,43.47904
550,2359,fcu_sym_12_mc_11_L_13,fcu,12,metaliic,11,12,metallic,11,13,0.57,993,723,3.9,8.7,2.230769,8166.766,0.415243,1.37269,70.04149,44.86538
551,2362,fcu_sym_12_mc_11_L_16,fcu,12,metaliic,11,12,metallic,11,16,0.72,1974,2000,5.7,11.9,2.087719,10068.8,0.729701,0.986705,51.38353,30.98174
552,2367,fcu_sym_12_mc_11_L_20,fcu,12,metaliic,11,12,metallic,11,20,0.71,1916,2202,5,10.1,2.02,13804.86,0.816085,0.870007,41.95786,25.51127
553,2371,fcu_sym_12_mc_11_L_24,fcu,12,metaliic,11,12,metallic,11,24,0.74,1905,2502,5.3,12.1,2.283019,18496.24,0.97171,0.761544,33.54272,20.28184
554,2373,fcu_sym_12_mc_11_L_26,fcu,12,metaliic,11,12,metallic,11,26,0.74,1968,2416,6.7,13.1,1.955224,17680.23,0.908523,0.814509,40.02445,23.9145
555,2374,fcu_sym_12_mc_11_L_27,fcu,12,metaliic,11,12,metallic,11,27,0.8,2151,3195,7.2,14.5,2.013889,16182.86,1.188573,0.673076,35.67017,20.60558
556,2388,fcu_sym_12_mc_11_L_3,fcu,12,metaliic,11,12,metallic,11,3,0.58,957,611,4.1,8.5,2.073171,5728.553,0.370094,1.56717,80.33697,54.11067
557,2382,fcu_sym_12_mc_11_L_34,fcu,12,metaliic,11,12,metallic,11,34,0.8,1820,2961,5.9,15.8,2.677966,21091.2,1.301156,0.614838,29.26527,16.67957
558,2390,fcu_sym_12_mc_11_L_41,fcu,12,metaliic,11,12,metallic,11,41,0.79,1945,3522,8.4,14.9,1.77381,27245.73,1.430835,0.552125,25.43941,15.19895
559,2392,fcu_sym_12_mc_11_L_43,fcu,12,metaliic,11,12,metallic,11,43,0.82,1983,3995,8.8,17.1,1.943182,34484.07,1.65184,0.496416,21.11376,12.53098
560,2394,fcu_sym_12_mc_11_L_45,fcu,12,metaliic,11,12,metallic,11,45,0.82,1923,3571,8.8,17,1.931818,32659.37,1.522415,0.538618,25.70466,14.93254
561,2395,fcu_sym_12_mc_11_L_46,fcu,12,metaliic,11,12,metallic,11,46,0.84,1804,4351,10.8,18.2,1.685185,38586.51,2.025741,0.414663,19.38612,11.35628
562,2406,flu_sym_4_mc_1_sym_8_mc_7_L_12,flu,4,metaliic,1,8,metallic,7,12,0.85,1781,4263,9,18.2,2.022222,31285.28,1.939621,0.43823,7.249527,1.120736
563,2407,flu_sym_4_mc_1_sym_8_mc_7_L_13,flu,4,metaliic,1,8,metallic,7,13,0.84,1806,4111,9.6,17.8,1.854167,30231.46,1.82429,0.460453,8.688341,1.209063
564,2410,flu_sym_4_mc_1_sym_8_mc_7_L_16,flu,4,metaliic,1,8,metallic,7,16,0.89,1767,5760,9.6,19.4,2.020833,37752.62,2.749706,0.323671,5.742158,0.722951
565,2415,flu_sym_4_mc_1_sym_8_mc_7_L_20,flu,4,metaliic,1,8,metallic,7,20,0.89,1571,5597,12.1,22.4,1.85124,51120.02,3.035833,0.293165,4.560482,0.58682
566,2419,flu_sym_4_mc_1_sym_8_mc_7_L_24,flu,4,metaliic,1,8,metallic,7,24,0.91,1429,5814,12.7,24.8,1.952756,69656.49,3.570364,0.254876,3.444378,0.373338
567,2421,flu_sym_4_mc_1_sym_8_mc_7_L_26,flu,4,metaliic,1,8,metallic,7,26,0.91,1366,5312,13.5,25.8,1.911111,68174.53,3.413648,0.266577,3.244002,0.324569
568,2422,flu_sym_4_mc_1_sym_8_mc_7_L_27,flu,4,metaliic,1,8,metallic,7,27,0.92,1410,6728,13,24.3,1.869231,61365.44,4.183206,0.219927,3.956966,0.370882
569,2436,flu_sym_4_mc_1_sym_8_mc_7_L_3,flu,4,metaliic,1,8,metallic,7,3,0.82,1973,4045,6.9,14.7,2.130435,21121.73,1.582734,0.518091,10.33046,1.716486
570,2433,flu_sym_4_mc_1_sym_8_mc_7_L_37,flu,4,metaliic,1,8,metallic,7,37,0.93,1359,7020,15.3,27.7,1.810458,80739.48,4.617057,0.201427,3.445608,0.293548
571,2438,flu_sym_4_mc_1_sym_8_mc_7_L_41,flu,4,metaliic,1,8,metallic,7,41,0.93,1208,6680,16.2,30.3,1.87037,101714.9,4.970763,0.187094,2.801281,0.283046
572,2440,flu_sym_4_mc_1_sym_8_mc_7_L_43,flu,4,metaliic,1,8,metallic,7,43,0.94,1079,6725,16.8,32.2,1.916667,131938.2,5.689763,0.165209,0.954016,0.1221
573,2442,flu_sym_4_mc_1_sym_8_mc_7_L_45,flu,4,metaliic,1,8,metallic,7,45,0.94,1033,5974,17.7,33.2,1.875706,125978.2,5.280128,0.178026,2.042721,0.169936
574,2443,flu_sym_4_mc_1_sym_8_mc_7_L_46,flu,4,metaliic,1,8,metallic,7,46,0.95,985,7332,19.3,35.5,1.839378,146401.1,6.849019,0.138706,1.743675,0.138194
575,2454,flu_sym_4_mc_1_sym_8_mc_8_L_12,flu,4,metaliic,1,8,metallic,8,12,0.88,1647,5087,10.5,21.3,2.028571,44126.28,2.586995,0.340163,5.961515,0.631294
576,2455,flu_sym_4_mc_1_sym_8_mc_8_L_13,flu,4,metaliic,1,8,metallic,8,13,0.88,1637,4853,10.2,22,2.156863,42977.66,2.484893,0.35414,6.874295,0.693968
577,2458,flu_sym_4_mc_1_sym_8_mc_8_L_16,flu,4,metaliic,1,8,metallic,8,16,0.91,1492,6127,11,24,2.181818,52567.33,3.538337,0.257183,5.64377,0.437814
578,2463,flu_sym_4_mc_1_sym_8_mc_8_L_20,flu,4,metaliic,1,8,metallic,8,20,0.91,1376,6160,13.1,26.7,2.038168,69708.57,3.894914,0.233638,3.780143,0.321339
579,2467,flu_sym_4_mc_1_sym_8_mc_8_L_24,flu,4,metaliic,1,8,metallic,8,24,0.93,1238,6375,13.1,30.6,2.335878,94366.14,4.605944,0.201913,5.000495,0.212135
580,2469,flu_sym_4_mc_1_sym_8_mc_8_L_26,flu,4,metaliic,1,8,metallic,8,26,0.93,1194,5737,15.6,30.3,1.942308,90076.98,4.301772,0.21619,4.261252,0.239353
581,2470,flu_sym_4_mc_1_sym_8_mc_8_L_27,flu,4,metaliic,1,8,metallic,8,27,0.93,1182,6983,13.1,29.2,2.229008,83154.39,5.226686,0.177933,5.293335,0.207915
582,2484,flu_sym_4_mc_1_sym_8_mc_8_L_3,flu,4,metaliic,1,8,metallic,8,3,0.86,1849,5070,8,19,2.375,31596.1,2.219452,0.387483,12.31182,1.00791
583,2478,flu_sym_4_mc_1_sym_8_mc_8_L_34,flu,4,metaliic,1,8,metallic,8,34,0.94,1185,7460,15.3,32.1,2.098039,106023.4,5.674512,0.165653,2.91837,0.142498
584,2481,flu_sym_4_mc_1_sym_8_mc_8_L_37,flu,4,metaliic,1,8,metallic,8,37,0.94,1131,7233,14.2,32.3,2.274648,107708.9,5.764749,0.16306,4.409278,0.14637
585,2486,flu_sym_4_mc_1_sym_8_mc_8_L_41,flu,4,metaliic,1,8,metallic,8,41,0.94,1036,7132,16,34.8,2.175,135038,6.24369,0.150552,2.446525,0.132737
586,2488,flu_sym_4_mc_1_sym_8_mc_8_L_43,flu,4,metaliic,1,8,metallic,8,43,0.95,959,7049,18.7,36.7,1.962567,164556.1,6.768214,0.140362,1.563525,0.107928
587,2490,flu_sym_4_mc_1_sym_8_mc_8_L_45,flu,4,metaliic,1,8,metallic,8,45,0.95,918,6259,20.3,37.4,1.842365,156818.7,6.278709,0.151305,2.055156,0.128607
588,2491,flu_sym_4_mc_1_sym_8_mc_8_L_46,flu,4,metaliic,1,8,metallic,8,46,0.96,854,7682,20.2,40,1.980198,187780.1,8.343183,0.115064,1.534675,0.080106
589,2502,flu_sym_4_mc_1_sym_8_mc_9_L_12,flu,4,metaliic,1,8,metallic,9,12,0.83,1716,3635,8.8,17.4,1.977273,35624.07,1.758251,0.47206,5.302911,0.9105
590,2503,flu_sym_4_mc_1_sym_8_mc_9_L_13,flu,4,metaliic,1,8,metallic,9,13,0.83,1737,3545,9.4,17.5,1.861702,34749.19,1.693919,0.489988,6.899281,0.995273
591,2506,flu_sym_4_mc_1_sym_8_mc_9_L_16,flu,4,metaliic,1,8,metallic,9,16,0.88,1646,4721,10.7,21.1,1.971963,43963.48,2.524333,0.348607,6.372621,0.688759
592,2511,flu_sym_4_mc_1_sym_8_mc_9_L_20,flu,4,metaliic,1,8,metallic,9,20,0.88,1472,4736,11.5,24,2.086957,58223.02,2.831804,0.310756,5.99998,0.590833
593,2515,flu_sym_4_mc_1_sym_8_mc_9_L_24,flu,4,metaliic,1,8,metallic,9,24,0.9,1357,5038,13.3,26.4,1.984962,77461.49,3.34201,0.269299,4.240941,0.416566
594,2517,flu_sym_4_mc_1_sym_8_mc_9_L_26,flu,4,metaliic,1,8,metallic,9,26,0.9,1338,4598,14,26.3,1.878571,73145.16,3.093496,0.290933,4.699103,0.563113
595,2518,flu_sym_4_mc_1_sym_8_mc_9_L_27,flu,4,metaliic,1,8,metallic,9,27,0.91,1310,5557,14.1,26.9,1.907801,70410.06,3.859268,0.235796,5.233523,0.63456
596,2532,flu_sym_4_mc_1_sym_8_mc_9_L_3,flu,4,metaliic,1,8,metallic,9,3,0.8,1927,3449,7.6,15.7,2.065789,25142.3,1.431639,0.5588,10.53628,1.681427
597,2526,flu_sym_4_mc_1_sym_8_mc_9_L_34,flu,4,metaliic,1,8,metallic,9,34,0.91,1239,5872,15.3,29.7,1.941176,91818.47,4.313696,0.210956,3.66056,0.577588
598,2534,flu_sym_4_mc_1_sym_8_mc_9_L_41,flu,4,metaliic,1,8,metallic,9,41,0.93,1128,5837,16.7,31.6,1.892216,114554.4,4.812593,0.193243,3.22337,0.226145
599,2536,flu_sym_4_mc_1_sym_8_mc_9_L_43,flu,4,metaliic,1,8,metallic,9,43,0.94,1031,5969,18.7,34.5,1.84492,144112,5.4395,0.17281,2.376461,0.17064
600,2538,flu_sym_4_mc_1_sym_8_mc_9_L_45,flu,4,metaliic,1,8,metallic,9,45,0.93,1016,5296,18.3,34.1,1.863388,133057.2,4.846224,0.191902,2.91305,0.278601
601,2539,flu_sym_4_mc_1_sym_8_mc_9_L_46,flu,4,metaliic,1,8,metallic,9,46,0.94,926,6405,20,36.1,1.805,161974.2,6.502985,0.144549,1.652612,0.117911
602,2550,flu_sym_4_on_14_sym_8_mc_7_L_12,flu,4,organic,14,8,metallic,7,12,0.69,1446,1770,4.5,10.6,2.355556,10315.89,0.785222,0.878732,23.26879,5.364596
603,2551,flu_sym_4_on_14_sym_8_mc_7_L_13,flu,4,organic,14,8,metallic,7,13,0.71,1573,1802,4.9,11.5,2.346939,9895.764,0.757527,0.93726,25.77378,5.218484
604,2552,flu_sym_4_on_14_sym_8_mc_7_L_16,flu,4,organic,14,8,metallic,7,16,0.84,2051,4044,6.7,15.1,2.253731,13673.49,1.516432,0.553932,17.18706,2.495963
605,2557,flu_sym_4_on_14_sym_8_mc_7_L_20,flu,4,organic,14,8,metallic,7,20,0.84,1979,4284,7.6,15.3,2.013158,21004.97,1.706173,0.49233,10.43046,1.440143
606,2560,flu_sym_4_on_14_sym_8_mc_7_L_24,flu,4,organic,14,8,metallic,7,24,0.85,1790,4475,8.7,18.2,2.091954,31169.27,2.021115,0.42056,8.247323,1.130522
607,2562,flu_sym_4_on_14_sym_8_mc_7_L_26,flu,4,organic,14,8,metallic,7,26,0.85,1779,4110,9.2,18.8,2.043478,29775.41,1.870792,0.454353,9.074059,1.139226
608,2563,flu_sym_4_on_14_sym_8_mc_7_L_27,flu,4,organic,14,8,metallic,7,27,0.89,1805,5823,9.5,20.2,2.126316,26490.4,2.663809,0.334108,9.581956,0.94789
609,2575,flu_sym_4_on_14_sym_8_mc_7_L_3,flu,4,organic,14,8,metallic,7,3,0.72,1469,1507,4.2,9.5,2.261905,5808.18,0.664029,1.08429,37.58715,10.16695
610,2569,flu_sym_4_on_14_sym_8_mc_7_L_34,flu,4,organic,14,8,metallic,7,34,0.89,1795,6149,10.9,20,1.834862,37618.21,2.881798,0.308835,5.943736,0.529063
611,2572,flu_sym_4_on_14_sym_8_mc_7_L_37,flu,4,organic,14,8,metallic,7,37,0.89,1759,6074,10.1,19.8,1.960396,37928.47,2.905563,0.306309,6.428927,0.72541
612,2577,flu_sym_4_on_14_sym_8_mc_7_L_41,flu,4,organic,14,8,metallic,7,41,0.9,1543,5845,11.3,23.1,2.044248,52073.49,3.257989,0.276244,4.856041,0.503708
613,2579,flu_sym_4_on_14_sym_8_mc_7_L_43,flu,4,organic,14,8,metallic,7,43,0.91,1406,6006,12.5,26.4,2.112,70550.8,3.743038,0.243118,2.762347,0.36424
614,2581,flu_sym_4_on_14_sym_8_mc_7_L_45,flu,4,organic,14,8,metallic,7,45,0.91,1371,5235,13.5,26.2,1.940741,65481.02,3.350984,0.271562,4.39686,0.457482
615,2582,flu_sym_4_on_14_sym_8_mc_7_L_46,flu,4,organic,14,8,metallic,7,46,0.93,1254,6737,15,28,1.866667,80700.47,4.79211,0.194069,3.248385,0.293188
616,2592,flu_sym_4_on_14_sym_8_mc_8_L_12,flu,4,organic,14,8,metallic,8,12,0.8,1810,3164,6.3,14.1,2.238095,16854.76,1.300915,0.614952,20.37342,2.778272
617,2593,flu_sym_4_on_14_sym_8_mc_8_L_13,flu,4,organic,14,8,metallic,8,13,0.8,1891,3116,6.9,15,2.173913,16235.1,1.228203,0.651358,21.30058,2.751564
618,2594,flu_sym_4_on_14_sym_8_mc_8_L_16,flu,4,organic,14,8,metallic,8,16,0.87,1891,4876,8.3,17.6,2.120482,21029.28,2.06166,0.42199,12.16543,1.450092
619,2599,flu_sym_4_on_14_sym_8_mc_8_L_20,flu,4,organic,14,8,metallic,8,20,0.87,1852,5198,10.1,18.9,1.871287,30651.58,2.290709,0.379795,8.095666,0.885449
620,2602,flu_sym_4_on_14_sym_8_mc_8_L_24,flu,4,organic,14,8,metallic,8,24,0.89,1636,5369,10,22.1,2.21,44919.92,2.77466,0.32076,7.918156,0.638668
621,2604,flu_sym_4_on_14_sym_8_mc_8_L_26,flu,4,organic,14,8,metallic,8,26,0.89,1594,4807,11.2,22.9,2.044643,42533.83,2.552864,0.348628,9.055018,0.703986
622,2605,flu_sym_4_on_14_sym_8_mc_8_L_27,flu,4,organic,14,8,metallic,8,27,0.91,1558,6336,10.9,23.5,2.155963,38353.62,3.438387,0.264659,8.351986,0.540752
623,2617,flu_sym_4_on_14_sym_8_mc_8_L_3,flu,4,organic,14,8,metallic,8,3,0.79,1949,2881,5.6,12.4,2.214286,10167.33,1.057189,0.747265,24.36096,4.787849
624,2611,flu_sym_4_on_14_sym_8_mc_8_L_34,flu,4,organic,14,8,metallic,8,34,0.91,1678,7057,12.9,23.4,1.813953,51305.51,3.614238,0.251782,4.977557,0.264419
625,2619,flu_sym_4_on_14_sym_8_mc_8_L_41,flu,4,organic,14,8,metallic,8,41,0.92,1361,6470,12.7,27.1,2.133858,71144.58,4.172979,0.220466,4.433485,0.29622
626,2621,flu_sym_4_on_14_sym_8_mc_8_L_43,flu,4,organic,14,8,metallic,8,43,0.93,1259,6530,14.2,29.4,2.070423,91954.53,4.634567,0.200666,3.157354,0.237362
627,2623,flu_sym_4_on_14_sym_8_mc_8_L_45,flu,4,organic,14,8,metallic,8,45,0.92,1217,5646,15.8,29.3,1.85443,85156.46,4.105622,0.224083,3.860084,0.32058
628,2624,flu_sym_4_on_14_sym_8_mc_8_L_46,flu,4,organic,14,8,metallic,8,46,0.94,1124,7126,17,31.4,1.847059,102949.3,5.705441,0.164755,2.465227,0.187069
