,MOF ID,name,topology,First nodular symmetry code,First nodular character,First nodular ID,Second nodular symmetry code,Second nodular character,Second nodular ID,Connecting building block ID,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,bulk,shear
410,1895,ctn_sym_3_on_5_sym_4_mc_1_L_16,ctn,3,organic,5,4,metallic,1,16,24.30504,20.42834,24.30504,79176.0,846.253,8139.6,0.9406,9.047101484,0.9406,0.0,9.04707,0.0,74473.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,396.1671,902.7,1364.622,1565.214,1716.0,4068.0,5604.0,5568.0,63.0,138.0,210.0,252.0,348.0,864.0,1242.0,1260.0,28.9623,70.2702,101.6934,110.2164,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,36.632,23.256,49.0,126.0,140.0,126.0,1.0,3.0,5.0,3.0,9.0,24.0,30.0,24.0,0.5625,1.7325,2.2875,1.7325,54.76,250.86,317.565228,250.86,0.0,1.47,3.15,1.47,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,-0.06,0.7,-0.06,0.0,-11.7,-5.91422,-11.7,4.733007,0.179406
411,1900,ctn_sym_3_on_5_sym_4_mc_1_L_20,ctn,3,organic,5,4,metallic,1,20,27.47426,22.87289,27.10931,220165.0,755.564,8069.59,0.9346,9.981747479,0.9346,0.0,9.98175,0.0,205766.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,532.2771,1232.415,1946.022,2378.349,2160.0,5292.0,7620.0,7956.0,87.0,192.0,306.0,390.0,498.0,1266.0,1878.0,2040.0,37.7199,94.8948,143.8278,164.3886,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,36.632,23.256,49.0,126.0,140.0,126.0,1.0,3.0,5.0,3.0,9.0,24.0,30.0,27.0,0.5625,1.7325,2.2875,1.7325,54.76,250.86,317.565228,250.86,0.0,1.47,3.15,1.47,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,-0.06,0.7,-0.06,0.0,-11.7,-5.91422,-11.7,3.776248,0.116659
412,1904,ctn_sym_3_on_5_sym_4_mc_1_L_24,ctn,3,organic,5,4,metallic,1,24,31.00207,25.75992,30.51118,298880.0,644.355,7776.49,0.9459,11.4157235,0.9459,0.0,11.4157,0.0,282710.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,668.3871,1562.13,2534.919,3250.932,2604.0,6516.0,9672.0,10608.0,111.0,246.0,402.0,534.0,648.0,1674.0,2562.0,2976.0,46.4775,119.5194,185.8698,221.937,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,44.384,44.384,49.0,126.0,182.0,182.0,1.0,3.0,6.0,6.0,9.0,27.0,42.0,42.0,0.5625,1.7325,2.865,2.865,54.76,250.86,401.185228,401.185228,0.0,1.47,3.64,3.64,0.0,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-0.06,0.68,0.68,0.0,-11.7,-9.81422,-9.81422,2.801879,0.07857
413,1906,ctn_sym_3_on_5_sym_4_mc_1_L_26,ctn,3,organic,5,4,metallic,1,26,31.11053,25.55906,31.09346,142938.0,617.901,6955.85,0.9539,10.73825957,0.9539,0.0,10.7383,0.0,136349.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,617.9655,1418.5644,2184.9306,2568.306,2892.0,6828.0,9996.0,10920.0,87.0,198.0,306.0,366.0,504.0,1266.0,1866.0,1992.0,42.4623,104.3754,156.3162,174.7818,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,17.68942222,27.58968889,34.31822222,49.0,94.88888889,141.5555556,183.5555556,1.0,2.111111111,3.333333333,4.0,4.555555556,11.88888889,18.22222222,21.11111111,0.5625,1.205833333,1.838333333,2.276666667,54.76,150.8777778,229.0828031,270.3466667,0.0,0.598888889,1.057777778,0.871111111,0.0,1.222222222,3.111111111,1.777777778,0.0,0.0,0.0,0.0,0.0,-0.888888889,-1.111111111,-1.555555556,0.0,-0.024444444,0.048888889,-0.035555556,0.0,-4.766666667,-6.290468889,-6.933333333,3.802034,0.08598
414,1907,ctn_sym_3_on_5_sym_4_mc_1_L_27,ctn,3,organic,5,4,metallic,1,27,30.09742,24.72366,30.09742,129803.0,623.597,8808.82,0.9593,13.55088964,0.9593,0.0,13.5509,0.0,124520.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,435.1821,980.73,1442.652,1643.244,1932.0,4500.0,6036.0,6000.0,69.0,150.0,222.0,264.0,372.0,912.0,1290.0,1308.0,32.5197,77.385,108.8082,117.3312,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,36.632,23.256,49.0,126.0,140.0,126.0,1.0,3.0,5.0,3.0,9.0,24.0,30.0,24.0,0.5625,1.7325,2.2875,1.7325,54.76,250.86,317.565228,250.86,0.0,1.47,3.15,1.47,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,-0.06,0.7,-0.06,0.0,-11.7,-5.91422,-11.7,3.406507,0.087327
415,1921,ctn_sym_3_on_5_sym_4_mc_1_L_3,ctn,3,organic,5,4,metallic,1,3,18.60229,16.03979,18.60229,43786.9,1197.51,7208.25,0.9074,5.461954722,0.9074,0.0,5.46195,0.0,39732.3,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,357.1521,824.67,1286.592,1487.184,1500.0,3636.0,5172.0,5136.0,57.0,126.0,198.0,240.0,324.0,816.0,1194.0,1218.0,25.4049,63.1554,94.5786,103.1016,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,36.632,23.256,49.0,126.0,140.0,126.0,1.0,3.0,5.0,3.0,9.0,24.0,30.0,27.0,0.5625,1.7325,2.2875,1.7325,54.76,250.86,317.565228,250.86,0.0,1.47,3.15,1.47,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,-0.06,0.7,-0.06,0.0,-11.7,-5.91422,-11.7,7.022106,0.316264
416,1915,ctn_sym_3_on_5_sym_4_mc_1_L_34,ctn,3,organic,5,4,metallic,1,34,32.97033,27.03299,32.41265,341709.0,583.453,8849.57,0.9581,14.53207948,0.9581,0.0,14.5321,0.0,327392.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,571.2921,1310.445,2024.052,2417.364,2376.0,5724.0,8052.0,8172.0,93.0,204.0,318.0,396.0,522.0,1308.0,1878.0,1926.0,41.2773,102.0096,150.9426,167.946,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,36.632,23.256,49.0,126.0,140.0,126.0,1.0,3.0,5.0,3.0,9.0,24.0,30.0,27.0,0.5625,1.7325,2.2875,1.7325,54.76,250.86,317.565228,250.86,0.0,1.47,3.15,1.47,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,-0.06,0.7,-0.06,0.0,-11.7,-5.91422,-11.7,2.834091,0.050695
417,1918,ctn_sym_3_on_5_sym_4_mc_1_L_37,ctn,3,organic,5,4,metallic,1,37,33.14263,27.02574,33.14263,344626.0,561.82,8594.2,0.9603,14.68977544,0.9603,0.0,14.6898,0.0,330945.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,571.2921,1310.445,2031.549,2476.812,2376.0,5724.0,8088.0,8436.0,93.0,204.0,318.0,402.0,522.0,1314.0,1926.0,2082.0,41.2773,102.0096,150.8502,171.3222,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,44.384,44.384,49.0,126.0,182.0,182.0,1.0,3.0,6.0,6.0,9.0,27.0,42.0,42.0,0.5625,1.7325,2.865,2.865,54.76,250.86,401.185228,401.185228,0.0,1.47,3.64,3.64,0.0,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-0.06,0.68,0.68,0.0,-11.7,-9.81422,-9.81422,2.865694,0.074457
418,1923,ctn_sym_3_on_5_sym_4_mc_1_L_41,ctn,3,organic,5,4,metallic,1,41,36.6349,29.7407,36.46354,445630.0,505.661,8446.05,0.9615,16.05993035,0.9615,0.0,16.0599,0.0,428473.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,707.4021,1640.16,2612.949,3289.947,2820.0,6948.0,10104.0,10824.0,117.0,258.0,414.0,540.0,672.0,1716.0,2562.0,2862.0,50.0349,126.6342,192.9846,225.4944,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,44.384,44.384,49.0,126.0,182.0,182.0,1.0,3.0,6.0,6.0,9.0,27.0,42.0,42.0,0.5625,1.7325,2.865,2.865,54.76,250.86,401.185228,401.185228,0.0,1.47,3.64,3.64,0.0,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-0.06,0.68,0.68,0.0,-11.7,-9.81422,-9.81422,2.358656,0.039146
419,1925,ctn_sym_3_on_5_sym_4_mc_1_L_43,ctn,3,organic,5,4,metallic,1,43,40.56661,32.11604,39.39314,567844.0,445.516,8205.64,0.9621,17.72025535,0.9621,0.0,17.7202,0.0,546323.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.807233,0.0311
420,1927,ctn_sym_3_on_5_sym_4_mc_1_L_45,ctn,3,organic,5,4,metallic,1,45,39.58196,32.36821,39.57102,269326.0,425.75,7217.25,0.9678,16.40600367,0.9678,0.0,16.406,0.0,260654.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,767.8797,1754.5266,2667.9258,3126.0666,3696.0,8640.0,12600.0,13908.0,105.0,240.0,366.0,432.0,606.0,1512.0,2202.0,2334.0,52.7697,128.5428,190.7862,212.4492,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,17.47532308,26.71458462,34.67470769,49.0,93.69230769,138.9230769,185.2307692,1.0,2.076923077,3.230769231,4.0,4.384615385,11.30769231,17.53846154,20.15384615,0.5625,1.185576923,1.801153846,2.273076923,54.76,147.0323077,226.9034791,263.44,0.0,0.565384615,1.033846154,0.753846154,0.0,1.153846154,2.769230769,1.538461538,0.0,0.0,0.0,0.0,0.0,-0.923076923,-1.384615385,-1.384615385,0.0,-0.023076923,0.021538462,-0.030769231,0.0,-4.5,-6.75494,-6.0,2.54323,0.037617
421,1928,ctn_sym_3_on_5_sym_4_mc_1_L_46,ctn,3,organic,5,4,metallic,1,46,41.71011,34.01302,41.62705,637878.0,398.507,8889.82,0.9728,21.70106163,0.9728,0.0,21.701,0.0,620527.0,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,746.4171,1718.19,2690.979,3367.977,3036.0,7380.0,10536.0,11256.0,123.0,270.0,426.0,552.0,696.0,1764.0,2610.0,2904.0,53.5923,133.749,200.0994,232.6092,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,23.256,44.384,44.384,49.0,126.0,182.0,182.0,1.0,3.0,6.0,6.0,9.0,27.0,42.0,42.0,0.5625,1.7325,2.865,2.865,54.76,250.86,401.185228,401.185228,0.0,1.47,3.64,3.64,0.0,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-0.06,0.68,0.68,0.0,-11.7,-9.81422,-9.81422,1.884812,0.045717
422,1939,dia_sym_4_mc_1_L_12,dia,4,metaliic,1,4,metallic,1,12,22.18361,18.73663,22.18361,42697.3,1117.16,6775.32,0.9016,5.468020329,0.9016,0.0,5.46802,0.0,38495.8,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,180.6032,404.736,626.03,755.867,686.0,1632.0,2216.0,2228.0,30.0,64.0,100.0,126.0,164.0,408.0,580.0,634.0,12.2542,30.4304,44.3236,49.4006,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.431278,0.224802
423,1940,dia_sym_4_mc_1_L_13,dia,4,metaliic,1,4,metallic,1,13,21.51283,18.76763,21.51283,10384.1,1074.3,6245.11,0.9122,5.302810106,0.9122,0.0,5.3028,0.0,9472.37,0.0,91.7089,164.16,230.2392,372.096,1384.0,2352.0,3756.0,2016.0,13.0,24.0,36.0,48.0,60.0,144.0,180.0,144.0,8.7093,17.1,27.6324,27.72,2.7225,20.064,33.66,62.7,900.0,840.0,1440.0,1680.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.7161,3.93,8.0696,11.9472,0.0,-5.56,-7.2,-11.6,0.0,92.0,192.0,424.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,2.24,4.32,11.84,172.1996,380.8084,567.2184,642.8114,734.0,1684.0,2268.0,2276.0,26.0,56.0,84.0,98.0,140.0,340.0,464.0,466.0,11.585,27.9064,39.3972,41.5242,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0.0,0.98,2.66,2.17,0.0,2.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-0.04,0.72,0.74,0.0,-7.8,-2.01422,1.88578,9.2416,16.9936,24.7456,32.4976,49.0,91.0,133.0,175.0,1.0,2.0,3.0,4.0,4.0,10.0,16.0,22.0,0.5625,1.14,1.7175,2.295,54.76,138.38,222.0,305.62,0.0,0.49,0.98,1.47,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,0.0,-0.02,-0.04,-0.06,0.0,-3.9,-7.8,-11.7,4.386355,0.239714
